project_name	project_type	project_status	expected_end_date	experiment_name	author	purpose	experiment_conditions	experiment_date	requester	received_date	materials_json	result_values_json
수성 라인 초크펜	REGULAR	ONGOING		26 3/9-1	방준호	보습제를 개선하여 발림성을 개선하고자 하는 실험	"1. 액상 원료와 비누 투입 후 50℃에서 교반
2. 비누가 녹은 후 소포제와 탄산칼슘을 제외한 분말원료 투입 후 70℃까지 승온 후 교반
3. 소포제 투입
4. 탄산칼슘 투입 후 90분 교반 후 용기에 충진"	2026-03-09	내부	2026-03-09	"[{""name"": ""TMB-17"", ""amount"": 50.0, ""unit"": ""g"", ""ratio"": 10.0}, {""name"": ""H-18"", ""amount"": 89.0, ""unit"": ""g"", ""ratio"": 17.8}, {""name"": ""SJB-1101"", ""amount"": 2.5, ""unit"": ""g"", ""ratio"": 0.5}, {""name"": ""SJB-1207"", ""amount"": 2.5, ""unit"": ""g"", ""ratio"": 0.5}, {""name"": ""B-402"", ""amount"": 75.0, ""unit"": ""g"", ""ratio"": 15.0}, {""name"": ""SSK(LC-A)"", ""amount"": 30.0, ""unit"": ""g"", ""ratio"": 6.0}, {""name"": ""K-30"", ""amount"": 40.0, ""unit"": ""g"", ""ratio"": 8.0}, {""name"": ""FLL-205"", ""amount"": 22.5, ""unit"": ""g"", ""ratio"": 4.5}, {""name"": ""R-902"", ""amount"": 10.0, ""unit"": ""g"", ""ratio"": 2.0}, {""name"": ""PD#1"", ""amount"": 2.5, ""unit"": ""g"", ""ratio"": 0.5}, {""name"": ""A-100"", ""amount"": 1.0, ""unit"": ""g"", ""ratio"": 0.2}, {""name"": ""탄산칼슘"", ""amount"": 175.0, ""unit"": ""g"", ""ratio"": 35.0}]"	
